County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Longitude,Latitude,Street Address
New York,723496,Store,JAC,EMERALD AND WHITE MARKETS INC,MORTON WILLIAMS SUPERMA,1331,1ST AVE,,,NEW YORK,NY,10021,12000,-73.956266,40.767438,1331 1ST AVE
New York,723414,Store,JAC,WING FUNG HONG LTD,WING FUNG TRADING,53-55,DIVISION STREET,,,NEW YORK,NY,10002,10000,-73.994999,40.714215,53-55 DIVISION STREET
Queens,723409,Store,JAC,FAD OZONE FOOD CORP,GOLDEN FARMS,101-16,77 STREET,,,OZONE PARK,NY,11416,16000,-73.860559,40.679693,101-16 77 STREET
Kings,723215,Store,JAC,ZOON 410 CORP,MR LEMON,410,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,5000,-73.919998,40.699745,410 KNICKERBOCKER AVE
Kings,723212,Store,JAC,FOOD STORY NATURAL MARKET INC,FOOD STORY NATURAL MARK,40,BOGART STREET,,,BROOKLYN,NY,11206,7000,-73.933206,40.704971,40 BOGART STREET
Queens,722208,Store,JAC,TARGET CORPORATION,TARGET STORE T-3230,70-00,AUSTIN ST,,,FOREST HILLS,NY,11375,7000,-73.847294,40.721073,70-00 AUSTIN ST
Queens,722168,Store,JAC,DOUGHNUT PLANT INC,DOUGHNUT PLANT,31-00,47TH AVE SUITE 1100 BOX 18,,,LONG ISLAND CITY,NY,11101,5000,-73.935337,40.743026,31-00 47TH AVE SUITE 1100 BOX 18
Richmond,722142,Store,JAC,LOPEZ-MENDOZA PATRICIA GUADALUPE,PGL DELI & GROCERY,340,HEBERTON AVENUE,,,STATEN ISLAND,NY,10302,5000,-74.134128,40.632698,340 HEBERTON AVENUE
Bronx,721919,Store,JAC,E&D 204 FOOD CORP,C-TOWN SUPERMARKET,264,E 204TH STREET,,,BRONX,NY,10458,7000,-73.883854,40.874048,264 E 204TH STREET
Bronx,721868,Store,JAC,PONGO FOOD CORP,C-TOWN,3690,THIRD AVENUE,,,BRONX,NY,10456,6000,-73.903565,40.834956,3690 THIRD AVENUE
Bronx,721590,Store,JAC,TKRC PRODUCTIONS LLC,TKRC PRODUCTIONS,620-630,GERARD AVENUE,,,BRONX,NY,10451,10000,-73.928379,40.821201,620-630 GERARD AVENUE
Bronx,721469,Store,JAC,PRUZZOS SUPERMARKET CORP,PRUZZOS SUPERMARKET,2937,WESTCHESTER AVE,,,BRONX,NY,10461,5000,-73.832759,40.846626,2937 WESTCHESTER AVE
New York,721216,Store,JAC,SEVEN SEAS 49TH ST LLC,FOOD EMPORIUM THE,810,8TH AVE,,,NEW YORK,NY,10019,22000,-73.986284,40.762053,810 8TH AVE
Kings,720862,Store,JAC,PARAMOUNT SUPERMARKET INC,FOOD UNIVERSE,2424,FLATBUSH AVE,,,BROOKLYN,NY,11234,15000,-73.923863,40.610857,2424 FLATBUSH AVE
Kings,720726,Store,JAC,MENCHYS ON J CORP,MENCHYS ON J,1412,AVENUE J,,,BROOKLYN,NY,11230,7000,-73.961852,40.625131,1412 AVENUE J
Bronx,720340,Store,JAC,65 BURNSIDE MEAT MARKET CORP,SAGAL FOOD,65,E BURNSIDE AVE,,,BRONX,NY,10453,5000,-73.906207,40.853383,65 E BURNSIDE AVE
New York,720310,Store,JAC,SEVEN SEAS UNION SQ LLC,FOOD EMPORIUM # 1956,10,UNION SQ EAST,,,NEW YORK,NY,10003,22000,-73.989911,40.734587,10 UNION SQ EAST
Queens,720128,Store,JAC,KEY FOOD CS 3 LLC,FOOD UNIVERSE,75-55,31ST AVE,,,JACKSON HEIGHTS,NY,11370,25000,-73.891879,40.758612,75-55 31ST AVE
Kings,720082,Store,JAC,CEE FOOD CORP,BRAVO,844,DEKALB AVE,,,BROOKLYN,NY,11221,6000,-73.942151,40.692431,844 DEKALB AVE
Queens,720042,Store,JAC,JAR 259 FOOD CORP,KEY FOOD 1940,259-01,UNION TPIKE,,,GLEN OAKS,NY,11004,32000,-73.713057,40.746508,259-01 UNION TPIKE
Queens,719900,Store,JAC,HB 84 FOOD CORP,FOOD EMPORIUM,82-35,153RD AVENUE,,,HOWARD BEACH,NY,11414,29000,-73.851454,40.666153,82-35 153RD AVENUE
Queens,719888,Store,JAC,QUEENS SHOPRITE ASSOCIATES LLC,SHOPRITE OF 20TH AVENUE,133-11,20TH AVE,,,COLLEGE POINT,NY,11356,20000,-73.836428,40.781668,133-11 20TH AVE
Kings,719861,Store,JAC,MY HARVEST LLC,MY HARVEST,5,HEYWARD ST,,,BROOKLYN,NY,11249,8000,-73.959598,40.699409,5 HEYWARD ST
Bronx,719857,Store,JAC,RO SUPERMARKET CORP,BRAVO SUPERMARKET,640,COURTLANDT AVE,,,BRONX,NY,10451,8000,-73.918479,40.818899,640 COURTLANDT AVE
New York,719788,Store,JAC,NAMDOR INC,GRISTEDES #777,1450,THIRD AVE,,,NEW YORK,NY,10028,12000,-73.95561,40.776571,1450 THIRD AVE
New York,719397,Store,JAC,300 W 145TH FOOD LLC,FOODTOWN #609,300,W 145TH ST,,,NEW YORK,NY,10039,40000,-73.942474,40.823069,300 W 145TH ST
Queens,719368,Store,JAC,STOP & SHOP SUPERMARKET CO LLC TH,STOP & SHOP #2579,112-15,BEACH CHANNEL DR,,,ROCKAWAY PARK,NY,11694,35000,-73.83549,40.582564,112-15 BEACH CHANNEL DR
Queens,719360,Store,JAC,STOP & SHOP SUPERMARKET CO LLC TH,STOP & SHOP #2580,213-15,26TH AVE,,,BAYSIDE,NY,11360,42000,-73.776269,40.778601,213-15 26TH AVE
Queens,719356,Store,JAC,STOP & SHOP SUPERMARKET CO LLC TH,STOP & SHOP #2587,3106,FARRINGTON ST,,,FLUSHING,NY,11354,25000,-73.833723,40.769245,3106 FARRINGTON ST
Kings,719352,Store,JAC,STOP & SHOP SUPERMARKET CO LLC TH,STOP & SHOP #2591,2965,CROPSEY AVE,,,BROOKLYN,NY,11214,20000,-73.986097,40.582543,2965 CROPSEY AVE
Kings,719284,Store,JAC,UTICA MEAT & PRODUCE INC,C TOWN,330,UTICA AVE,,,BROOKLYN,NY,11213,8000,-73.93133,40.666674,330 UTICA AVE
Queens,719265,Store,JAC,STOP & SHOP SUPERMARKET COMPANY L,STOP & SHOP #2581,156-01,CROSSBAY BLVD,,,HOWARD BEACH,NY,11414,10000,-73.840897,40.663671,156-01 CROSSBAY BLVD
Bronx,719261,Store,JAC,STOP & SHOP SUPERMARKET LLC THE,STOP & SHOP #2593,961,E 174TH ST,,,BRONX,NY,10460,8000,-73.885436,40.836591,961 E 174TH ST
Kings,719260,Store,JAC,STOP & SHOP SUPERMARKET COMPANY L,STOP & SHOP #2586,625,ATLANTIC AVE,,,BROOKLYN,NY,11217,9250,-73.974094,40.683159,625 ATLANTIC AVE
Kings,719203,Store,JAC,492 SUPERMARKET CORP,KEY FOOD,492,MYRTLE AVE,,,BROOKLYN,NY,11205,12700,-73.965319,40.693408,492 MYRTLE AVE
Kings,719070,Store,JAC,FRESH N SAVE FOOD CORP,WINDSOR FARMS MARKET,589,PROSPECT AVE,,,BROOKLYN,NY,11215,6000,-73.977794,40.656447,589 PROSPECT AVE
Queens,718868,Store,JAC,RUBEN & RUBEN FOOD CORP,KEY FOOD SUPERMARKET,87-25,LEFFERTS BLVD,,,RICHMOND HILL,NY,11418,20000,-73.830373,40.698883,87-25 LEFFERTS BLVD
Queens,718793,Store,JAC,MEDITERRANEAN FOODS III INC,MEDITERRANEAN FOODS III,22-78,35TH STREET,,,ASTORIA,NY,11105,6000,-73.910847,40.773293,22-78 35TH STREET
Kings,718714,Store,JAC,TAJUKEN DELI CORP,TAJUKEN DELI,114,MARCUS GARVEY BLVD,,,BROOKLYN,NY,11206,5000,-73.940397,40.694776,114 MARCUS GARVEY BLVD
Kings,718411,Store,JAC,1525 K FOOD LLC,PATHMARK / FOODTOWN,1525,ALBANY AVE,,,BROOKLYN,NY,11210,5900,-73.937355,40.63538,1525 ALBANY AVE
Kings,717835,Store,JAC,ADVANCED DOMINO INC,DOMINO,1824,KINGS HWY,,,BROOKLYN,NY,11229,5500,-73.954922,40.610195,1824 KINGS HWY
Bronx,717779,Store,JAC,FAD 2300 FOOD CORP,GOLDEN MANGO,2300,RANDALL AVE,,,BRONX,NY,10473,40000,-73.843735,40.8196,2300 RANDALL AVE
Bronx,717755,Store,JAC,NEW MODERN INC,MODERN MARKET,2385,ARTHUR AVE,,,BRONX,NY,10458,6000,-73.887915,40.855152,2385 ARTHUR AVE
Kings,717706,Store,JAC,SEA LAND SEAFOOD & MEAT MARKET IN,SEA LAND SEAFOOD & MEAT,2502,86TH ST,,,BROOKLYN,NY,11214,6000,-73.986831,40.597691,2502 86TH ST
New York,717698,Store,JAC,ST PHILOPATER MARCURIUS INC,RANCH DELI,856,AMSTERDAM AVE,,,NEW YORK,NY,10025,9000,-73.967662,40.797774,856 AMSTERDAM AVE
Kings,717596,Store,JAC,GREEN IVY 1 INC,GREEN IVY 1,246,4TH AVE,,,BROOKLYN,NY,11215,5000,-73.983648,40.676668,246 4TH AVE
New York,717573,Store,JAC,SCARLET & WHITE MARKETS INC,MORTON WILLIAMS SUPERMA,1031,1ST AVE,,,NEW YORK,NY,10022,9000,-73.963201,40.757919,1031 1ST AVE
Bronx,717541,Store,JAC,O AND V DELI GROCERY CORP,O AND V DELI GROCERY,1397,FRANKLIN AVE 1ST FLOOR,,,BRONX,NY,10456,12000,-73.90027,40.834063,1397 FRANKLIN AVE 1ST FLOOR
Kings,717299,Store,JAC,FORUM SUPERMARKET INC,FORUM SUPERMARKET,6501,7TH AVE,,,BROOKLYN,NY,11220,8000,-74.014983,40.633559,6501 7TH AVE
Queens,717277,Store,JAC,FOOD EXPRESS INC,FOOD EXPRESS SUPERMARKE,39-39,63RD ST,,,WOODSIDE,NY,11377,8000,-73.90119,40.745611,39-39 63RD ST
Queens,717251,Store,JAC,THE BRAND FOOD SELLERS INC,FOOD UNIVERSE,96-09,LIBERTY AVE,,,OZONE PARK,NY,11417,5000,-73.842721,40.680642,96-09 LIBERTY AVE
Queens,716970,Store,JAC,96 MEAT & PRODUCE CORP,MI TIERRA SUPERMARKET,96-17,NORTHERN BLVD,,,CORONA,NY,11368,8000,-73.871562,40.75706,96-17 NORTHERN BLVD
Bronx,716756,Store,JAC,ESPERANZA SUPERMARKET LLC,PIONEER,107,FEATHERBED LANE,,,BRONX,NY,10452,8000,-73.91862,40.846171,107 FEATHERBED LANE
Kings,716705,Store,JAC,1165 FRESH PRODUCE CORP,PREMIER FOOD FRESH MARK,1165,BROADWAY,,,BROOKLYN,NY,11221,5500,-73.928018,40.692888,1165 BROADWAY
New York,716624,Store,JAC,BURGANDY & WHITE MKTS INC,MORTON WILLIAMS,1211,MADISON AVE,,,NEW YORK,NY,10128,6000,-73.95821,40.781681,1211 MADISON AVE
Kings,716273,Store,JAC,REMSEN MEAT & PRODUCE CORP,FOOD UNIVERSE,405,REMSEN AVE,,,BROOKLYN,NY,11212,5500,-73.923369,40.655848,405 REMSEN AVE
Queens,716264,Store,JAC,FLUSHING SUPERMARKET INC,WASSERMAN SUPERMARKET,72-51,MAIN ST,,,FLUSHING,NY,11367,6500,,,72-51 MAIN ST
Bronx,716190,Store,JAC,2400 C&F FOOD CORP,PIONEER,2400,RYER AVE,,,BRONX,NY,10458,9000,-73.897837,40.859928,2400 RYER AVE
Queens,715855,Store,JAC,ITTADI SUPERMARKET LLC,PREMIUM SUPERMARKET,168-07,HILLSIDE AVE,,,JAMAICA,NY,11432,5500,-73.794474,40.710164,168-07 HILLSIDE AVE
New York,715795,Store,JAC,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,1551,3RD AVE,,,NEW YORK,NY,10128,8000,-73.953132,40.77996,1551 3RD AVE
Kings,715720,Store,JAC,SKYLIGHT HOLDINGS 2 INC,MARKETPLACE BY KEYFOOD,617,5TH AVE,,,BROOKLYN,NY,11215,7000,-73.990942,40.663732,617 5TH AVE
Queens,715666,Store,JAC,GRANDE MUNDO LLC,GRANDE MUNDO SUPERMARKE,42-16,JUNCTION BLVD,,,CORONA,NY,11368,5000,-73.868136,40.745815,42-16 JUNCTION BLVD
Bronx,715619,Store,JAC,2891 FOOD CORP,C-TOWN SUPERMARKET,2891,SEDGWICK AVE,,,BRONX,NY,10468,5200,-73.901328,40.874841,2891 SEDGWICK AVE
New York,714993,Store,JAC,FOODMOOD LLC,GRACEFULLY,400,E 23RD ST,,,NEW YORK,NY,10010,6500,-73.979182,40.737168,400 E 23RD ST
Kings,714914,Store,JAC,7414 3RD AVE MEAT LLC,KEY FOOD,7414,3RD AVE,,,BROOKLYN,NY,11209,20000,-74.027709,40.631655,7414 3RD AVE
Richmond,714836,Store,JAC,1490 MEAT CORP,OLIVE TREE MARKETPLACE,1490,CLOVE RD,,,STATEN ISLAND,NY,10301,5000,-74.099243,40.612277,1490 CLOVE RD
Queens,714700,Store,JAC,R&R FOOD STORES INC,R&R FOOD STORES,552,BEACH 25TH ST,,,FAR ROCKAWAY,NY,11691,5000,-73.76141,40.599695,552 BEACH 25TH ST
Kings,714498,Store,JAC,GOOD LUCK PHARMACY INC,DUMONT PHARMACY,364,JUNIUS ST,,,BROOKLYN,NY,11212,10000,-73.901962,40.665707,364 JUNIUS ST
Queens,714386,Store,JAC,DC FLUSHING MARKET CORP,DC FLUSHING MARKET,133-54,41ST AVE,,,FLUSHING,NY,11355,5000,-73.830135,40.757928,133-54 41ST AVE
Richmond,714299,Store,JAC,BEST FOOD CORP OF NY,KEY FOOD FRESH,331-332,PORT RICHMOND AVE,,,STATEN ISLAND,NY,10302,9500,-74.13636,40.633592,331-332 PORT RICHMOND AVE
Queens,714210,Store,JAC,HF DOLLAR & UP FRUIT & VEGETABLE,HF DOLLAR & UP FRUIT &,61-27,ROOSEVELT AVE,,,WOODSIDE,NY,11377,5000,-73.902625,40.745667,61-27 ROOSEVELT AVE
Bronx,714185,Store,JAC,AV FOOD CORP,C TOWN SUPERMARKET,630,E 169TH ST,,,BRONX,NY,10456,5000,-73.901179,40.831458,630 E 169TH ST
New York,714061,Store,JAC,A&A MEAT & PRODUCE CORP,COMPARE FOOD,3815,NINTH AVE,,,NEW YORK,NY,10034,10000,-73.918251,40.862084,3815 NINTH AVE
Queens,714056,Store,JAC,ALMONTE BAY FOOD CORP,KEY FOOD,163-30,CROSSBAY BLVD,,,HOWARD BEACH,NY,11414,10000,-73.838163,40.651891,163-30 CROSSBAY BLVD
New York,713931,Store,JAC,HERMANA MIRABEL INC,CHERRY VALLEY,1968,2ND AVE,,,NEW YORK,NY,10029,5000,-73.944641,40.78761,1968 2ND AVE
New York,713584,Store,JAC,LOS ALAMOS MEAT & PRODUCE INC,CITY FRESH MARKET,235,E 106TH ST,,,NEW YORK,NY,10029,25000,-73.943528,40.791082,235 E 106TH ST
Bronx,712962,Store,JAC,TARGET CORP,TARGET STORE T-2811,815,E HUTCHINSON RIVER PKWY,,,BRONX,NY,10465,37000,-73.836397,40.822612,815 E HUTCHINSON RIVER PKWY
New York,712891,Store,JAC,DORIA ENTERPRISES NYC LLC,GRACES MARKETPLACE,1299,SECOND AVE,,,NEW YORK,NY,10065,13000,-73.96,40.766549,1299 SECOND AVE
Queens,712692,Store,JAC,50-01 MEAT CORP,URBAN MARKET,50-01,2ND ST,,,LONG ISLAND CITY,NY,11101,10000,-73.95848,40.743355,50-01 2ND ST
Kings,712682,Store,JAC,TEGS MANAGEMENT LLC,NETCOST MARKET,1029,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,13000,-73.95855,40.578253,1029 BRIGHTON BEACH AVE
Bronx,712626,Store,JAC,EL FLACO GROCERY STORE INC,EL FLACO GROCERY STORE,2019,SOUTHERN BLVD,,,BRONX,NY,10460,15000,-73.885338,40.844373,2019 SOUTHERN BLVD
Kings,712487,Store,JAC,3 J S FOOD CORP,SHOP FAIR,2222,PITKIN AVE,,,BROOKLYN,NY,11207,5000,-73.890465,40.672683,2222 PITKIN AVE
Queens,712423,Store,JAC,ET FRESH FOOD USA INC,ASSOCIATED SUPERMARKET,63-01,ROOSEVELT AVE,,,WOODSIDE,NY,11377,6000,-73.900517,40.74589,63-01 ROOSEVELT AVE
Kings,712409,Store,JAC,HI MANGO NATURAL MARKET V INC,HI MANGO NATURAL MARKET,341,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,5000,-73.922157,40.700968,341 KNICKERBOCKER AVE
Queens,712360,Store,JAC,YOGI ORGANIC MARKET INC,DOWNTOWN NATURAL MARKET,84-01,37TH AVE,,,JACKSON HEIGHTS,NY,11372,5000,-73.882168,40.749969,84-01 37TH AVE
Bronx,712289,Store,JAC,MD 210 FOOD CORP,BRAVO SUPERMARKET,210,E 170TH ST,,,BRONX,NY,10456,15000,-73.913464,40.838497,210 E 170TH ST
Kings,712258,Store,JAC,BRA CORP,IDEAL FRESHMARKET,1301,CHURCH AVE,,,BROOKLYN,NY,11226,7000,-73.967323,40.647772,1301 CHURCH AVE
New York,711853,Store,JAC,HARLEM 421 FOOD CORP,KEY FOOD,421,W 125TH ST,,,NEW YORK,NY,10027,6400,-73.955066,40.811994,421 W 125TH ST
Queens,711827,Store,JAC,NGP MARKETS CORP,NEW AGE MARKETS,160-06,NORTHERN BLVD,,,FLUSHING,NY,11358,16000,-73.80501,40.762673,160-06 NORTHERN BLVD
New York,711658,Store,JAC,78-84 WESTSIDE MARKET LLC,WESTSIDE MARKET,78-84,THIRD AVE,,,NEW YORK,NY,10003,18000,-73.988335,40.731713,78-84 THIRD AVE
Queens,711572,Store,JAC,AMANA FOOD LLC,GLOBAL SUPERMARKET,75-07,37TH AVE,,,JACKSON HEIGHTS,NY,11372,5000,-73.890734,40.749069,75-07 37TH AVE
Queens,711471,Store,JAC,AO XIN ZHOU SUPERMARKETS INC,MILK FARM SUPERMARKETS,88-11,LIBERTY AVE,,,OZONE PARK,NY,11417,5000,-73.85036,40.679916,88-11 LIBERTY AVE
Kings,711421,Store,JAC,NEW YORK PRETZEL LLC,NEW YORK PRETZEL,200,MOORE ST,,,BROOKLYN,NY,11206,20000,-73.936663,40.704316,200 MOORE ST
Richmond,710460,Store,JAC,RIZKA FOOD CORPORATION,C TOWN SUPERMARKET,2071,CLOVE RD SUITE F & U,,,STATEN ISLAND,NY,10304,7000,-74.084019,40.604463,2071 CLOVE RD SUITE F & U
Kings,710298,Store,JAC,BB 3008 FOOD CORP,BRAVO SUPERMARKET,3008,FULTON ST,,,BROOKLYN,NY,11208,8400,-73.883515,40.680309,3008 FULTON ST
Kings,710078,Store,JAC,11 UM FOOD CORP,CITY ACRES MARKET,11,BROADWAY,,,BROOKLYN,NY,11249,15000,-73.967981,40.710758,11 BROADWAY
New York,709754,Store,JAC,MASSOLA MANAGEMENT 368 CORP,7 ELEVEN STORE #35621A,368,8TH AVE,,,NEW YORK,NY,10001,18000,-73.995946,40.748759,368 8TH AVE
Queens,709656,Store,JAC,GREEN VALLEY CORP,FINE FARE SUPERMARKET,89-45,163RD ST,,,JAMAICA,NY,11432,9000,-73.797544,40.705887,89-45 163RD ST
Kings,709587,Store,JAC,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,214,3RD ST,,,BROOKLYN,NY,11215,20000,-73.98838,40.675257,214 3RD ST
New York,709555,Store,JAC,HARLEM POLO GROUNDS MEAT CORP,SHOP FAIR,159-04,HARLEM RIVER DR,,,NEW YORK,NY,10039,10000,-73.935441,40.831826,159-04 HARLEM RIVER DR
Queens,709499,Store,JAC,SEA TOWN CORONA NY LLC,SEA TOWN CORONA,39-24,104TH ST,,,CORONA,NY,11368,7500,-73.861903,40.750257,39-24 104TH ST
New York,709413,Store,JAC,1769 CENTRAL FOODS LLC,KEY FOOD,1769,2ND AVE,,,NEW YORK,NY,10128,8000,-73.94878,40.781941,1769 2ND AVE
Bronx,709250,Store,JAC,FRANCO PARTNERS INC,FOOD CHOICE MARKET,2244,WHITE PLAINS RD,,,BRONX,NY,10467,18000,-73.867603,40.858674,2244 WHITE PLAINS RD
Richmond,709193,Store,JAC,MIDWAY MINIMARKET CORP,MIDWAY MINIMARKET,207,BROAD ST,,,STATEN ISLAND,NY,10304,5000,-74.081608,40.623968,207 BROAD ST
Kings,709123,Store,JAC,DOLEH 919 FOOD CORP,KEY FOOD,3485,NEPTUNE AVE,,,BROOKLYN,NY,11224,10000,-74.001928,40.577041,3485 NEPTUNE AVE
Queens,708982,Store,JAC,OH NUTS WAREHOUSING INC,OH NUTS,120-65,168TH ST,,,JAMAICA,NY,11434,20000,-73.776213,40.681427,120-65 168TH ST
Richmond,708953,Store,JAC,TARGET STORES,TARGET STORE T-2753,2873,RICHMOND AVE,,,STATEN ISLAND,NY,10314,40000,-74.169724,40.575068,2873 RICHMOND AVE
Bronx,708895,Store,JAC,ANTILLANA & METRO SUPERMARKET COR,ANTILLANA & METRO SUPER,1339,JEROME AVE,,,BRONX,NY,10452,8500,-73.918629,40.838896,1339 JEROME AVE
Kings,708876,Store,JAC,ILKE CORP,CARNIVAL FRESH MARKET,128-132,CHURCH AVE,,,BROOKLYN,NY,11218,5500,-73.978833,40.643056,128-132 CHURCH AVE
Kings,708821,Store,JAC,C W SEAFOOD & MEAT MARKET INC,C W SEAFOOD & MEAT MARK,5707,8TH AVE,,,BROOKLYN,NY,11220,6500,-74.007992,40.636987,5707 8TH AVE
Kings,708818,Store,JAC,LA JOYA FOOD MARKET CORP,ASSOCIATED,103,HEGEMAN AVE,,,BROOKLYN,NY,11212,5000,-73.90805,40.65616,103 HEGEMAN AVE
New York,708796,Store,JAC,KING MEAT CORP,SHOP FAIR,3871,BROADWAY,,,NEW YORK,NY,10032,15000,-73.942971,40.836855,3871 BROADWAY
Bronx,708686,Store,JAC,J & Z FOOD MART AND SUPERMARKET I,AL-AGSA HALAL MEAT SPMK,2109,STARLING AVE,,,BRONX,NY,10462,8000,-73.854728,40.836092,2109 STARLING AVE
Kings,708666,Store,JAC,CG&C 2 PRIME MEAT MARKET LLC,FRANK & SAL PRIME MEATS,8008,18TH AVE,,,BROOKLYN,NY,11214,6000,-73.999142,40.610266,8008 18TH AVE
Queens,708548,Store,JAC,KAWRAN BAZAR INC,KAWRAN SUPERMARKET,148-19,HILLSIDE AVE,,,JAMAICA,NY,11435,5000,-73.808182,40.70623,148-19 HILLSIDE AVE
Kings,708484,Store,JAC,MLD 91 FOOD CORP,BRAVO SUPERMARKET,91,HUMBOLDT ST,,,BROOKLYN,NY,11206,10000,-73.940976,40.704424,91 HUMBOLDT ST
Kings,708342,Store,JAC,SMILEY NEWS INC,SMILEY NEWS,2271,MCDONALD AVE,,,BROOKLYN,NY,11223,40000,-73.973238,40.596954,2271 MCDONALD AVE
Kings,708316,Store,JAC,MURAD FOOD CORP,PIONEER SUPERMARKET,5612,5TH AVE,,,BROOKLYN,NY,11220,6000,-74.014089,40.641481,5612 5TH AVE
Bronx,708028,Store,JAC,PARADISE MEAT CORP,PARADISE MEAT,2476,WILLIAMS BRIDGE RD,,,BRONX,NY,10469,6500,-73.857756,40.862468,2476 WILLIAMS BRIDGE RD
New York,707917,Store,JAC,JUN 0709 INC,SUNAC NATURAL,600,W 42ND STREET,,,NEW YORK,NY,10036,16000,-73.998686,40.760989,600 W 42ND STREET
Richmond,707763,Store,JAC,155 MEAT CORP,KEY FOOD 1734,155,BAY ST,,,STATEN ISLAND,NY,10301,12000,-74.075894,40.638201,155 BAY ST
Queens,707748,Store,JAC,H MART BAYSIDE LLC,H MART,46-40,FRANCIS LEWIS BLVD,,,FLUSHING,NY,11358,30000,-73.780632,40.753595,46-40 FRANCIS LEWIS BLVD
Richmond,707484,Store,JAC,KINGDOM CASTLE FOOD CORP,KEY FOOD,300,SAND LANE,,,STATEN ISLAND,NY,10305,9000,-74.067997,40.592192,300 SAND LANE
Queens,707153,Store,JAC,K&J ROCHDALE FOOD CORP,IDEAL FOOD BASKET,169-85,137TH AVE,,,JAMAICA,NY,11434,15000,-73.769998,40.672761,169-85 137TH AVE
Kings,706966,Store,JAC,NASEB FOODS INC,MET FRESH SUPERMARKET,9606,3RD AVE,,,BROOKLYN,NY,11209,8000,-74.033952,40.616393,9606 3RD AVE
Bronx,706808,Store,JAC,FERNANDEZ 224 FOOD CORP,FOOD UNIVERSE MARKET PL,3942,WHITE PLAINS RD,,,BRONX,NY,10466,20000,-73.860983,40.886932,3942 WHITE PLAINS RD
New York,706802,Store,JAC,A MATTER OF HEALTH NYC INC,A MATTER OF HEALTH NYC,1347,1ST AVE,,,NEW YORK,NY,10021,8900,-73.955852,40.768013,1347 1ST AVE
Queens,706272,Store,JAC,BFF FOOD CORP,FOOD TOWN 515,47-33,BELL BLVD.,,,BAYSIDE,NY,11361,8000,-73.767266,40.755938,47-33 BELL BLVD.
Queens,706228,Store,JAC,YONG FA SUPERMARKET INC,YONG FA SUPERMARKET,59-11,MAIN ST,,,FLUSHING,NY,11355,15000,-73.825529,40.7433,59-11 MAIN ST
Kings,706209,Store,JAC,AVNER KOSHER FISH MARKET INC,AVNER KOSHER FISH MARKE,521,KINGS HIGHWAY,,,BROOKLYN,NY,11223,15000,-73.970235,40.60442,521 KINGS HIGHWAY
Kings,706198,Store,JAC,J&E MEAT & PRODUCE CORP,SHOP FAIR,385,BROADWAY,,,BROOKLYN,NY,11211,7000,-73.954517,40.707257,385 BROADWAY
Queens,705952,Store,JAC,LIBERTY PRODUCE INC,FOOD UNIVERSE,127-16,111TH AVE,,,SOUTH OZONE PARK,NY,11420,10000,-73.814154,40.68254,127-16 111TH AVE
Queens,705862,Store,JAC,HILLSIDE 175 MEAT CORP,IDEAL FOOD BASKET,175-35,HILLSIDE AVE,,,JAMAICA,NY,11432,15000,-73.786412,40.71207,175-35 HILLSIDE AVE
Bronx,705758,Store,JAC,KDA FOOD CORP,SHOP FAIR,306,E 170TH ST,,,BRONX,NY,10456,8000,-73.910337,40.837401,306 E 170TH ST
Queens,705737,Store,JAC,US SUPERMARKET INC,US SUPERMARKET,82-66,BROADWAY,,,ELMHURST,NY,11373,7000,-73.880799,40.741691,82-66 BROADWAY
Kings,705682,Store,JAC,DKA FOOD CORP,SHOP FAIR,1125,FULTON ST,,,BROOKLYN,NY,11238,11000,-73.95674,40.681361,1125 FULTON ST
Queens,705679,Store,JAC,7-ELEVEN INC,7 ELEVEN STORE #34023K,107-24,CORONA AVE,,,CORONA,NY,11368,20000,-73.855443,40.743463,107-24 CORONA AVE
Kings,705473,Store,JAC,MOISHAS KOSHER DISCNT SPRMKT INC,MOISHAS KOSHER DSCT SMT,315,AVENUE M,,,BROOKLYN,NY,11230,20000,-73.971838,40.616714,315 AVENUE M
Kings,705170,Store,JAC,ZAFER FOOD CORP,C TOWN,29,BELMONT AVE,,,BROOKLYN,NY,11212,10000,-73.909281,40.668593,29 BELMONT AVE
Kings,705109,Store,JAC,57JR FOODS CORP,C TOWN SUPERMARKET,57,MILL ST,,,BROOKLYN,NY,11231,6000,-74.004454,40.675905,57 MILL ST
Kings,704954,Store,JAC,NORTH 3RD CORP,BROOKLYN HARVEST MARKET,25,N 5TH ST,,,BROOKLYN,NY,11249,15000,-73.962493,40.718967,25 N 5TH ST
Kings,704943,Store,JAC,WEST 6 FRUITS&VEGETABLE STORE INC,WEST 6 FRUITS & VEGETAB,294,KINGS HWY,,,BROOKLYN,NY,11223,20000,-73.979556,40.60512,294 KINGS HWY
Bronx,704892,Store,JAC,950 FAIR FOOD CORP,FINE FARE SUPERMARKET,950,WESTCHESTER AVE,,,BRONX,NY,10459,10000,-73.8968,40.822162,950 WESTCHESTER AVE
